입원외래구분,코드,3단질병명,순위,환자수,내원일수,청구건수,요양급여비용총액,보험자부담금
입원,P52,태아 및 신생아의 두개내 비외상성 출혈,371,70,1787,464,1383098,1366667
입원,I61,뇌내출혈,374,69,2538,1363,859749,804757
입원,H11,결막의 기타 장애,374,69,119,73,44281,40535
입원,D64,기타 빈혈,376,68,350,94,164929,149858
입원,Q78,기타 골연골형성이상,377,67,537,114,335177,307229
입원,M62,근육의 기타 장애,377,67,246,78,81906,72610
입원,L90,피부의 위축장애,377,67,790,82,302754,262997
입원,P77,태아 및 신생아의 괴사성 장결장염,380,66,1902,108,1801207,1780555
입원,L23,알레르기성 접촉피부염,380,66,264,66,31082,25478
입원,I63,뇌경색증,380,66,1434,343,556315,513706
입원,K91,달리 분류되지 않은 소화계통의 처치후 장애,383,65,2336,195,764067,702258
입원,D59,후천성 용혈성 빈혈,383,65,816,155,801781,750867
입원,M08,연소성 관절염,383,65,367,112,132501,117359
입원,S70,엉덩이 및 대퇴의 표재성 손상,383,65,154,68,59803,54345
입원,N47,"과잉포피, 포경 및 감돈포경",387,64,143,64,69393,62093
입원,Z20,전염성 질환에 접촉 및 노출,387,64,253,71,58243,55985
입원,I42,심근병증,387,64,2345,205,2489999,2315351
입원,H53,시각장애,390,63,118,68,54443,50497
입원,T63,독액성 동물과의 접촉의 독성효과,390,63,239,78,70487,61889
입원,N34,요도염 및 요도증후군,390,63,320,65,44482,37400
입원,N36,요도의 기타 장애,393,62,340,74,168472,151410
입원,E78,지질단백질대사장애 및 기타 지질증,393,62,504,62,80039,65125
입원,M23,무릎의 내부장애,393,62,244,75,83736,72868
입원,S65,손목 및 손 부위의 혈관의 손상,396,61,309,64,101946,86887
입원,E83,무기질대사장애,396,61,690,250,400707,380081
입원,M60,근염,396,61,304,70,90766,80242
입원,J31,"만성 비염, 비인두염 및 인두염",399,60,143,63,33938,30405
입원,F19,여러 약물 사용 및 기타 정신활성물질의 사용에 의한 정신 및 행동 장애,400,59,90,70,26275,24581
입원,J33,코폴립,400,59,181,62,108908,93396
입원,N83,"난소, 난관 및 넓은인대의 비염증성 장애",400,59,252,62,186003,171971
입원,K31,위 및 십이지장의 기타 질환,400,59,317,63,185524,171776
입원,P72,기타 일과성 신생아내분비장애,400,59,322,73,67199,66457
입원,P02,"태반, 탯줄 및 태아막의 합병증에 의해 영향을 받은 태아 및 신생아",405,58,556,67,327681,325222
입원,C64,신우를 제외한 신장의 악성 신생물,406,57,1928,616,913666,820724
입원,K62,항문 및 직장의 기타 질환,406,57,173,64,77141,73614
입원,L05,모소낭,408,56,164,56,70793,63624
입원,J22,상세불명의 급성 하기도감염,408,56,216,59,28835,25709
입원,Q61,낭성 신장병,408,56,517,65,405786,389776
입원,Q14,후안부의 선천기형,408,56,162,69,166227,154503
입원,M41,척주측만증,412,54,475,167,282106,257137
입원,K65,복막염,412,54,622,76,382485,356924
입원,S03,"머리의 관절 및 인대의 탈구, 염좌 및 긴장",412,54,58,54,12367,11736
입원,H74,중이 및 유돌의 기타 장애,412,54,87,57,45584,41609
입원,D33,뇌 및 중추신경계통의 기타 부분의 양성 신생물,412,54,746,123,440331,401070
입원,E14,상세불명의 당뇨병,417,53,527,66,187690,168435
입원,E71,측쇄아미노산 및 지방산 대사장애,417,53,839,157,430146,395195
입원,E74,탄수화물대사의 기타 장애,417,53,878,227,590144,553466
입원,P76,신생아의 기타 장폐색,417,53,683,63,533210,525992
입원,H92,귀통증 및 귀의 삼출액,417,53,80,53,14525,13413
입원,N18,만성 신장병,422,52,1135,118,857776,795031
입원,M85,골밀도 및 구조의 기타 장애,422,52,288,71,150090,129747
입원,M84,골연속성의 장애,422,52,299,62,139130,118721
입원,D72,백혈구의 기타 장애,425,51,245,57,93957,85501
입원,P71,일과성 신생아 칼슘 및 마그네슘 대사장애,426,50,602,172,355852,352670
입원,H81,전정기능의 장애,426,50,115,54,42719,38777
입원,E72,아미노산대사의 기타 장애,426,50,939,197,423447,385796
입원,K36,기타 충수염,429,49,196,51,125554,107249
입원,S73,"고관절의 관절 및 인대의 탈구, 염좌 및 긴장",429,49,210,56,36208,31469
입원,Q63,신장의 기타 선천기형,429,49,238,53,148886,140504
입원,C95,상세불명 세포형의 백혈병,432,48,683,96,454294,422248
입원,Q12,선천성 수정체기형,432,48,129,50,120230,112480
입원,R47,달리 분류되지 않은 언어장애,432,48,519,398,124395,105344
입원,H33,망막박리 및 망막열공,432,48,170,61,189707,178883
입원,Q77,관상골 및 척추의 성장결손을 동반한 골연골형성이상,436,47,628,90,447226,417820
입원,S69,손목 및 손의 기타 및 상세불명의 손상,436,47,195,51,52079,43934
입원,N17,급성 신부전,436,47,780,84,373587,341982
입원,A40,연쇄알균패혈증,436,47,629,57,314098,300955
입원,Z04,기타 이유의 검사 및 관찰,436,47,86,50,31038,29587
입원,L92,피부 및 피하조직의 육아종성 장애,441,46,111,46,54417,48299
입원,K05,치은염 및 치주질환,441,46,163,49,34435,31047
입원,R52,달리 분류되지 않은 통증,441,46,107,48,24829,22257
입원,F82,운동기능의 특정 발달장애,444,45,989,899,189657,173738
입원,S32,요추 및 골반의 골절,444,45,423,51,68376,55371
입원,C76,기타 및 부위불명의 악성 신생물,444,45,1851,485,846840,730593
입원,Q99,달리 분류되지 않은 기타 염색체이상,444,45,659,265,320780,301055
입원,Q30,코의 선천기형,444,45,253,49,218789,205578
입원,E25,부신생식기장애,449,44,265,55,176523,166395
입원,P74,기타 일과성 신생아 전해질 및 대사 장애,449,44,280,47,170826,168950
입원,D58,기타 유전성 용혈성 빈혈,451,43,354,103,200754,183616
입원,D44,내분비선의 행동양식 불명 또는 미상의 신생물,451,43,760,92,513335,467313
입원,K22,식도의 기타 질환,451,43,414,72,236640,205026
입원,M94,연골의 기타 장애,451,43,53,44,12975,12274
입원,Q28,순환계통의 기타 선천기형,451,43,312,66,281877,260125
입원,I27,기타 폐성 심장질환,451,43,787,81,715649,673516
입원,S22,"늑골, 흉골 및 흉추의 골절",451,43,304,46,53354,46849
입원,N00,급성 신염증후군,458,42,253,51,59300,54541
입원,Q15,눈의 기타 선천기형,458,42,118,56,92205,80262
입원,S97,발목 및 발의 으깸손상,458,42,289,43,68583,59352
입원,J93,기흉,461,41,335,44,259955,257503
입원,K80,담석증,461,41,318,57,200874,183888
입원,S71,엉덩이 및 대퇴의 열린상처,461,41,193,42,40880,34234
입원,P35,선천성 바이러스질환,461,41,699,51,579609,572510
입원,R13,삼킴곤란,461,41,670,394,140211,132023
입원,B37,칸디다증,461,41,183,42,88496,85935
입원,P94,신생아의 근긴장도의 장애,467,40,821,171,449406,429958
입원,C41,기타 및 상세불명 부위의 골 및 관절연골의 악성 신생물,467,40,2122,663,940089,858708
입원,I62,기타 비외상성 두개내출혈,467,40,1121,364,783936,718479
입원,M71,기타 윤활낭병증,470,39,224,41,48715,43612
입원,Q03,선천수두증,470,39,814,324,371093,353111
입원,K03,치아경조직의 기타 질환,470,39,131,40,19978,16961
입원,E80,포르피린 및 빌리루빈 대사장애,473,38,203,43,86175,82348
입원,G95,척수의 기타 질환,473,38,474,167,200563,184923
입원,L08,피부 및 피하조직의 기타 국소감염,473,38,195,39,53255,45265
입원,K30,기능성 소화불량,473,38,76,39,15630,14286
입원,Z98,기타 수술후 상태,473,38,325,43,82448,74310
입원,S43,"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",473,38,81,40,11209,10046
입원,Z09,악성 신생물 이외의 병태에 대한 치료후 추적검사,479,37,112,52,47830,42744
입원,R93,기타 신체구조의 진단영상검사상 이상소견,479,37,180,41,49224,47719
입원,C22,간 및 간내 담관의 악성 신생물,479,37,1244,273,635868,584362
입원,E75,스핑고지질대사장애 및 기타 지질축적장애,479,37,1322,345,1003343,942606
입원,N50,남성생식기관의 기타 장애,479,37,70,39,56983,52111
입원,R30,배뇨와 연관된 통증,484,36,62,40,12705,11079
입원,Z53,수행되지 않은 특정 처치를 위해 보건서비스에 접하고 있는 사람,484,36,60,36,11378,10578
입원,H55,안진 및 기타 불규칙적 눈운동,486,35,76,36,60822,55279
입원,C48,후복막 및 복막의 악성 신생물,486,35,1346,271,703672,601125
입원,L28,만성 단순태선 및 가려움발진,486,35,112,36,17087,14252
입원,P55,태아 및 신생아의 용혈질환,486,35,261,45,168297,167526
입원,D66,유전성 제8인자결핍,486,35,396,226,188374,174453
입원,D27,난소의 양성 신생물,491,34,141,35,98286,85442
입원,H72,고막의 천공,491,34,78,36,30116,27759
입원,S76,엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,491,34,166,34,42793,35889
입원,K44,횡격막탈장,491,34,371,42,353362,323452
입원,S10,목의 표재성 손상,491,34,48,35,9661,9041
입원,N05,상세불명의 신염증후군,496,33,241,49,74267,65109
입원,Q02,소두증,496,33,417,284,109681,102297
입원,M89,뼈의 기타 장애,496,33,282,54,103488,87887
입원,T85,"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",496,33,421,55,270377,245046
입원,Q76,척추 및 골성 흉곽의 선천기형,496,33,539,79,477185,451721
입원,T67,열 및 빛의 영향,496,33,117,34,17232,15035
입원,Z72,생활양식에 관련된 문제,496,33,44,35,10112,9582
입원,I89,림프관 및 림프절의 기타 비감염성 장애,496,33,326,60,148804,134974
입원,H40,녹내장,496,33,93,35,54588,46494
입원,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1,27119,113691,30672,21512212,17583228
입원,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자,2,10942,49550,11688,8910919,7969150
입원,K35,급성 충수염,3,9938,46906,10713,34545922,27971989
입원,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,4,6461,21973,7574,1707756,1428098
입원,J18,상세불명 병원체의 폐렴,5,6068,42230,7147,7766280,6607154
입원,S93,"발목 및 발 부위의 관절 및 인대의 탈구, 염좌 및 긴장",6,5667,48307,6690,8266639,6304677
입원,R10,복부 및 골반 통증,7,5640,9826,6020,2741024,2243708
입원,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",8,5445,49642,6898,14076254,10144212
입원,S82,발목을 포함한 아래다리의 골절,9,5126,54237,6661,13899050,11212685
입원,S62,손목 및 손부위의 골절,10,4929,25277,5615,6759753,5366910
입원,J35,편도 및 아데노이드의 만성 질환,11,4855,15174,5061,7316592,6316478
입원,J34,코 및 비동의 기타 장애,12,4259,9399,4353,4072589,3203865
입원,R50,기타 및 원인미상의 열,13,4160,10940,4979,2784509,2300402
입원,S52,아래팔의 골절,14,4012,21724,4754,6990354,5840776
입원,M51,기타 추간판장애,15,3718,21597,4397,3733892,2826826
입원,J20,급성 기관지염,16,3690,23181,4229,3478658,2892708
입원,J03,급성 편도염,17,3610,17964,3999,2867961,2355532
입원,S92,발목을 제외한 발의 골절,18,3542,27719,4095,5558853,4439775
입원,S42,어깨 및 위팔의 골절,19,3396,24798,4100,7488013,6047967
입원,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",20,3391,14117,3887,1563021,1218234
입원,A04,기타 세균성 장감염,21,3026,17360,3370,3664265,3045052
입원,A08,바이러스성 및 기타 명시된 장감염,22,2993,10760,3311,2225749,1909992
입원,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,23,2989,12074,3128,4667160,3791350
입원,K64,치핵 및 항문주위정맥혈전증,24,2983,6592,3018,3235974,2538893
입원,R55,실신 및 허탈,25,2925,5184,3150,2252220,1820947
입원,J11,바이러스가 확인되지 않은 인플루엔자,26,2897,11522,3050,1918265,1697171
입원,J93,기흉,27,2791,20780,3941,13804021,10851021
입원,S02,두개골 및 안면골의 골절,28,2762,14277,3101,4728849,3612763
입원,R51,두통,29,2495,5730,2681,1852350,1497129
입원,I88,비특이성 림프절염,30,2312,12852,2693,3103074,2618005
입원,J15,달리 분류되지 않은 세균성 폐렴,31,2239,16039,2521,3134555,2688503
입원,S06,두개내손상,32,2168,14299,2640,5225418,4394710
입원,R56,달리 분류되지 않은 경련,33,2138,5154,2634,2407398,1998971
입원,G40,뇌전증,34,2019,12338,4170,6182861,5386523
입원,K29,위염 및 십이지장염,35,1906,5079,2083,1047318,868869
입원,K60,항문 및 직장부의 열창 및 누공,36,1765,4567,1910,2137943,1706362
입원,R42,어지럼증 및 어지럼,37,1743,3212,1850,965731,773906
입원,F32,우울에피소드,38,1629,42338,4082,6503600,5212301
입원,M54,등통증,39,1605,5786,1868,734699,575376
입원,G47,수면장애,40,1563,3090,1920,1242970,1051155
입원,J32,만성 부비동염,41,1503,4945,1608,2938752,2326496
입원,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",42,1502,3419,1621,572449,466671
입원,U07,U07의 응급사용,43,1448,25136,1759,4377077,3831611
입원,K61,항문 및 직장부의 농양,44,1405,3012,1531,1443989,1178360
입원,J02,급성 인두염,45,1385,5734,1518,885395,741524
입원,M23,무릎의 내부장애,46,1362,8783,1588,2386467,1780296
입원,J06,다발성 및 상세불명 부위의 급성 상기도감염,47,1293,3452,1508,635746,528843
입원,R07,목구멍 및 가슴의 통증,48,1269,1944,1360,600097,491842
입원,G43,편두통,49,1242,3698,1379,1142090,899047
입원,K50,크론병[국소성 장염],50,1192,11649,2789,5950152,5293999
입원,T78,달리 분류되지 않은 유해작용,51,1137,2234,1258,498201,422702
입원,N83,"난소, 난관 및 넓은인대의 비염증성 장애",52,1107,4385,1199,2838754,2223247
입원,R06,호흡의 이상,53,1078,1651,1195,475270,398513
입원,N10,급성 세뇨관-간질신장염,54,1034,7645,1272,1790109,1440037
입원,M25,달리 분류되지 않은 기타 관절장애,55,1024,6086,1160,1531210,1177609
입원,S66,손목 및 손 부위의 근육 및 힘줄의 손상,56,1023,5963,1085,1527341,1209897
입원,M67,윤활막 및 힘줄의 기타 장애,57,967,4898,1055,1127086,894088
입원,M24,기타 특정 관절장애,58,956,7112,1117,2096728,1599488
입원,L03,연조직염,59,947,7161,1072,1320647,1061045
입원,S43,"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",60,930,5484,1110,1473781,1116198
입원,N20,신장 및 요관의 결석,61,917,2171,1093,1088021,858844
입원,J45,천식,62,912,5509,1138,1121182,945722
입원,K59,기타 기능성 장장애,63,903,1800,992,371875,313977
입원,B34,상세불명 부위의 바이러스감염,64,890,2487,1045,574929,493046
입원,L50,두드러기,65,858,2274,922,359757,300855
입원,G44,기타 두통증후군,66,855,2338,902,704605,516056
입원,K52,기타 비감염성 위장염 및 결장염,67,853,3022,916,577302,465532
입원,K01,매몰치 및 매복치,68,849,1478,874,701505,552634
입원,L04,급성 림프절염,69,834,5208,953,1195250,1013025
입원,D27,난소의 양성 신생물,70,828,3978,879,2853633,2195921
입원,S61,손목 및 손의 열린상처,71,826,2870,879,687918,547730
입원,S63,"손목 및 손부위의 관절 및 인대의 탈구, 염좌 및 긴장",72,811,3509,858,809236,634650
입원,D16,골 및 관절연골의 양성 신생물,73,808,4301,897,1592504,1294333
입원,K92,소화계통의 기타 질환,74,801,1789,861,633578,518472
입원,M65,윤활막염 및 힘줄윤활막염,75,800,4437,874,796954,632025
입원,F31,양극성 정동장애,76,770,24573,1668,4562880,3500949
입원,S32,요추 및 골반의 골절,77,740,9931,1006,2538357,2094640
